cid,base_rebalance_threshold,controlplane_threshold_cap,controlplane_hysteresis_enter,controlplane_hysteresis_exit,controlplane_hysteresis_enter_days,controlplane_hysteresis_exit_days,eval_hhmm,window_idx,period,start_principal,final_equity,pnl_usd,return_pct,maxdd_pct,maxdd_usd
UPG2Y-0005,0.04,0.4,0.62,0.56,2,1,15:55,16,2025-07-10 to 2025-08-10,4984.285108012844,4601.76744603442,-382.51766197842426,-7.674473945390492,18.739214897404004,938.3601731961735
UPG2Y-0005,0.04,0.4,0.62,0.56,2,1,15:55,17,2025-08-10 to 2025-09-10,4601.76744603442,5211.834702121855,610.0672560874355,13.257237860056614,15.367606812956227,819.8459061004842
UPG2Y-0005,0.04,0.4,0.62,0.56,2,1,15:55,18,2025-09-10 to 2025-10-10,5211.834702121855,5896.2655545290445,684.4308524071894,13.1322440469676,19.381202568593125,1417.4946879823638
UPG2Y-0005,0.04,0.4,0.62,0.56,2,1,15:55,19,2025-10-10 to 2025-11-10,5896.2655545290445,5989.951041908654,93.68548737960919,1.588895318794581,17.68118894813021,1196.3133400321576
UPG2Y-0005,0.04,0.4,0.62,0.56,2,1,15:55,20,2025-11-10 to 2025-12-10,5989.951041908654,7798.1295964564015,1808.1785545477478,30.186867002698992,17.716182166876763,1381.530844917348
UPG2Y-0005,0.04,0.4,0.62,0.56,2,1,15:55,21,2025-12-10 to 2026-01-10,7798.1295964564015,8162.867250141069,364.73765368466775,4.6772453467612385,26.828176725466033,2189.9484517330357
UPG2Y-0005,0.04,0.4,0.62,0.56,2,1,15:55,22,2026-01-10 to 2026-02-10,8162.867250141069,8714.618268953815,551.7510188127453,6.759279575485078,23.985421790545185,2519.667568244681
UPG2Y-0005,0.04,0.4,0.62,0.56,2,1,15:55,23,2026-02-10 to 2026-03-10,8714.618268953815,12401.775911643363,3687.157642689548,42.31003044419281,10.254334362428247,1271.7195688589945
UPG2Y-0005,0.04,0.4,0.62,0.56,2,1,15:55,24,2026-03-10 to 2026-04-10,12401.775911643363,19992.885858406076,7591.109946762714,61.20986220720073,12.751156043855765,2574.3326381836487
UPG2Y-0006,0.04,0.4,0.62,0.56,3,2,15:55,1,2024-04-10 to 2024-05-10,10000.0,12676.712687883826,2676.712687883826,26.767126878838265,14.928992770589346,1947.8434858122855
UPG2Y-0006,0.04,0.4,0.62,0.56,3,2,15:55,2,2024-05-10 to 2024-06-10,12676.712687883826,14802.896756494616,2126.18406861079,16.772361423344062,11.592298006775044,1715.995905648093
UPG2Y-0006,0.04,0.4,0.62,0.56,3,2,15:55,3,2024-06-10 to 2024-07-10,14802.896756494616,15052.601265933272,249.7045094386558,1.6868624671660948,26.908606949293578,4640.43583209694
UPG2Y-0006,0.04,0.4,0.62,0.56,3,2,15:55,4,2024-07-10 to 2024-08-10,15052.601265933272,9350.711070160502,-5701.89019577277,-37.87976639411267,40.05118238321478,6028.7447864370315
UPG2Y-0006,0.04,0.4,0.62,0.56,3,2,15:55,5,2024-08-10 to 2024-09-10,9350.711070160502,7337.630331740647,-2013.0807384198542,-21.528638018170533,24.257847281971102,2268.2812111779003
UPG2Y-0006,0.04,0.4,0.62,0.56,3,2,15:55,6,2024-09-10 to 2024-10-10,7337.630331740647,7111.89048764572,-225.73984409492732,-3.0764679315941623,8.94605560078558,670.2196479582308
UPG2Y-0006,0.04,0.4,0.62,0.56,3,2,15:55,7,2024-10-10 to 2024-11-10,7111.89048764572,6889.324767176734,-222.565720468986,-3.129487452817381,15.389340662773309,1206.2920537875434
UPG2Y-0006,0.04,0.4,0.62,0.56,3,2,15:55,8,2024-11-10 to 2024-12-10,6889.324767176734,5800.317393704372,-1089.007373472362,-15.807171388708397,18.20148719708323,1253.9595654631576
UPG2Y-0006,0.04,0.4,0.62,0.56,3,2,15:55,9,2024-12-10 to 2025-01-10,5800.317393704372,9764.360416167608,3964.0430224632364,68.3418294792934,17.428759979494274,1783.4799443525353
UPG2Y-0006,0.04,0.4,0.62,0.56,3,2,15:55,10,2025-01-10 to 2025-02-10,9764.360416167608,6108.304065819474,-3656.0563503481344,-37.442865630958465,45.96848398831037,4529.87850268102
UPG2Y-0006,0.04,0.4,0.62,0.56,3,2,15:55,11,2025-02-10 to 2025-03-10,6108.304065819474,4226.701190290276,-1881.6028755291982,-30.804014588241802,31.08745794958179,1906.7268687093638
UPG2Y-0006,0.04,0.4,0.62,0.56,3,2,15:55,12,2025-03-10 to 2025-04-10,4226.701190290276,5037.25061908666,810.5494287963838,19.17688032119247,8.906657357413613,448.65065287624475
UPG2Y-0006,0.04,0.4,0.62,0.56,3,2,15:55,13,2025-04-10 to 2025-05-10,5037.25061908666,4336.921094061188,-700.3295250254714,-13.903011344558692,21.077674418359837,1145.355240250734
UPG2Y-0006,0.04,0.4,0.62,0.56,3,2,15:55,14,2025-05-10 to 2025-06-10,4336.921094061188,4979.6417445793295,642.7206505181412,14.819745081326419,10.164857882342158,506.1735063862725
UPG2Y-0006,0.04,0.4,0.62,0.56,3,2,15:55,15,2025-06-10 to 2025-07-10,4979.6417445793295,5844.6946249108805,865.052880331551,17.371789472068322,5.034335833032317,294.24155583320226
UPG2Y-0006,0.04,0.4,0.62,0.56,3,2,15:55,16,2025-07-10 to 2025-08-10,5844.6946249108805,5396.145058734455,-448.5495661764253,-7.674473945390514,18.739214897404022,1100.3440898060262
UPG2Y-0006,0.04,0.4,0.62,0.56,3,2,15:55,17,2025-08-10 to 2025-09-10,5396.145058734455,6021.908194523387,625.7631357889313,11.596484693754515,15.974725578878065,991.8125004880594
UPG2Y-0006,0.04,0.4,0.62,0.56,3,2,15:55,18,2025-09-10 to 2025-10-10,6021.908194523387,6812.719874912541,790.8116803891544,13.132244046967646,19.381202568593114,1637.8153500875915
UPG2Y-0006,0.04,0.4,0.62,0.56,3,2,15:55,19,2025-10-10 to 2025-11-10,6812.719874912541,6920.966862087615,108.24698717507363,1.588895318794581,17.68118894813021,1382.255869055929
UPG2Y-0006,0.04,0.4,0.62,0.56,3,2,15:55,20,2025-11-10 to 2025-12-10,6920.966862087615,9010.189924046874,2089.223061959259,30.186867002699014,17.716182166876752,1596.261660525718
UPG2Y-0006,0.04,0.4,0.62,0.56,3,2,15:55,21,2025-12-10 to 2026-01-10,9010.189924046874,9431.618613003706,421.42868895683205,4.6772453467612385,26.828176725466022,2530.3313095685817
UPG2Y-0006,0.04,0.4,0.62,0.56,3,2,15:55,22,2026-01-10 to 2026-02-10,9431.618613003706,10069.128083550111,637.5094705464053,6.759279575485033,23.985421790545193,2911.2985433920458
UPG2Y-0006,0.04,0.4,0.62,0.56,3,2,15:55,23,2026-02-10 to 2026-03-10,10069.128083550111,14329.37924116493,4260.251157614819,42.31003044419279,10.254334362428253,1469.3824594494363
UPG2Y-0006,0.04,0.4,0.62,0.56,3,2,15:55,24,2026-03-10 to 2026-04-10,14329.37924116493,20367.728327385088,6038.349086220158,42.13964181276886,12.751156043855753,2974.46018443289
UPG2Y-0007,0.04,0.4,0.64,0.54,3,1,15:55,1,2024-04-10 to 2024-05-10,10000.0,12676.712687883826,2676.712687883826,26.767126878838265,14.928992770589346,1947.8434858122855
UPG2Y-0007,0.04,0.4,0.64,0.54,3,1,15:55,2,2024-05-10 to 2024-06-10,12676.712687883826,14802.896756494616,2126.18406861079,16.772361423344062,11.592298006775044,1715.995905648093
UPG2Y-0007,0.04,0.4,0.64,0.54,3,1,15:55,3,2024-06-10 to 2024-07-10,14802.896756494616,15052.601265933272,249.7045094386558,1.6868624671660948,26.908606949293578,4640.43583209694
UPG2Y-0007,0.04,0.4,0.64,0.54,3,1,15:55,4,2024-07-10 to 2024-08-10,15052.601265933272,9350.711070160502,-5701.89019577277,-37.87976639411267,40.05118238321478,6028.7447864370315
UPG2Y-0007,0.04,0.4,0.64,0.54,3,1,15:55,5,2024-08-10 to 2024-09-10,9350.711070160502,7337.630331740647,-2013.0807384198542,-21.528638018170533,24.257847281971102,2268.2812111779003
UPG2Y-0007,0.04,0.4,0.64,0.54,3,1,15:55,6,2024-09-10 to 2024-10-10,7337.630331740647,7111.89048764572,-225.73984409492732,-3.0764679315941623,8.94605560078558,670.2196479582308
UPG2Y-0007,0.04,0.4,0.64,0.54,3,1,15:55,7,2024-10-10 to 2024-11-10,7111.89048764572,6889.324767176734,-222.565720468986,-3.129487452817381,15.389340662773309,1206.2920537875434
UPG2Y-0007,0.04,0.4,0.64,0.54,3,1,15:55,8,2024-11-10 to 2024-12-10,6889.324767176734,5800.317393704372,-1089.007373472362,-15.807171388708397,18.20148719708323,1253.9595654631576
UPG2Y-0007,0.04,0.4,0.64,0.54,3,1,15:55,9,2024-12-10 to 2025-01-10,5800.317393704372,9764.360416167608,3964.0430224632364,68.3418294792934,17.428759979494274,1783.4799443525353
UPG2Y-0007,0.04,0.4,0.64,0.54,3,1,15:55,10,2025-01-10 to 2025-02-10,9764.360416167608,6108.304065819474,-3656.0563503481344,-37.442865630958465,45.96848398831037,4529.87850268102
UPG2Y-0007,0.04,0.4,0.64,0.54,3,1,15:55,11,2025-02-10 to 2025-03-10,6108.304065819474,4226.701190290276,-1881.6028755291982,-30.804014588241802,31.08745794958179,1906.7268687093638
UPG2Y-0007,0.04,0.4,0.64,0.54,3,1,15:55,12,2025-03-10 to 2025-04-10,4226.701190290276,5037.25061908666,810.5494287963838,19.17688032119247,8.906657357413613,448.65065287624475
UPG2Y-0007,0.04,0.4,0.64,0.54,3,1,15:55,13,2025-04-10 to 2025-05-10,5037.25061908666,4336.921094061188,-700.3295250254714,-13.903011344558692,21.077674418359837,1145.355240250734
UPG2Y-0007,0.04,0.4,0.64,0.54,3,1,15:55,14,2025-05-10 to 2025-06-10,4336.921094061188,4979.6417445793295,642.7206505181412,14.819745081326419,10.164857882342158,506.1735063862725
UPG2Y-0007,0.04,0.4,0.64,0.54,3,1,15:55,15,2025-06-10 to 2025-07-10,4979.6417445793295,5844.6946249108805,865.052880331551,17.371789472068322,5.034335833032317,294.24155583320226
UPG2Y-0007,0.04,0.4,0.64,0.54,3,1,15:55,16,2025-07-10 to 2025-08-10,5844.6946249108805,5396.145058734455,-448.5495661764253,-7.674473945390514,18.739214897404022,1100.3440898060262
UPG2Y-0007,0.04,0.4,0.64,0.54,3,1,15:55,17,2025-08-10 to 2025-09-10,5396.145058734455,6021.908194523387,625.7631357889313,11.596484693754515,15.974725578878065,991.8125004880594
UPG2Y-0007,0.04,0.4,0.64,0.54,3,1,15:55,18,2025-09-10 to 2025-10-10,6021.908194523387,6812.719874912541,790.8116803891544,13.132244046967646,19.381202568593114,1637.8153500875915
UPG2Y-0007,0.04,0.4,0.64,0.54,3,1,15:55,19,2025-10-10 to 2025-11-10,6812.719874912541,6920.966862087615,108.24698717507363,1.588895318794581,17.68118894813021,1382.255869055929
UPG2Y-0007,0.04,0.4,0.64,0.54,3,1,15:55,20,2025-11-10 to 2025-12-10,6920.966862087615,9010.189924046874,2089.223061959259,30.186867002699014,17.716182166876752,1596.261660525718
UPG2Y-0007,0.04,0.4,0.64,0.54,3,1,15:55,21,2025-12-10 to 2026-01-10,9010.189924046874,9431.618613003706,421.42868895683205,4.6772453467612385,26.828176725466022,2530.3313095685817
UPG2Y-0007,0.04,0.4,0.64,0.54,3,1,15:55,22,2026-01-10 to 2026-02-10,9431.618613003706,10069.128083550111,637.5094705464053,6.759279575485033,23.985421790545193,2911.2985433920458
UPG2Y-0007,0.04,0.4,0.64,0.54,3,1,15:55,23,2026-02-10 to 2026-03-10,10069.128083550111,14329.37924116493,4260.251157614819,42.31003044419279,10.254334362428253,1469.3824594494363
UPG2Y-0007,0.04,0.4,0.64,0.54,3,1,15:55,24,2026-03-10 to 2026-04-10,14329.37924116493,20367.728327385088,6038.349086220158,42.13964181276886,12.751156043855753,2974.46018443289
UPG2Y-0008,0.04,0.4,0.64,0.56,2,2,15:55,1,2024-04-10 to 2024-05-10,10000.0,12676.712687883826,2676.712687883826,26.767126878838265,14.928992770589346,1947.8434858122855
UPG2Y-0008,0.04,0.4,0.64,0.56,2,2,15:55,2,2024-05-10 to 2024-06-10,12676.712687883826,14217.904041239653,1541.1913533558272,12.157657835290925,12.227401605859296,1738.4802270580713
UPG2Y-0008,0.04,0.4,0.64,0.56,2,2,15:55,3,2024-06-10 to 2024-07-10,14217.904041239653,14457.740528129008,239.836486889355,1.6868624671660282,26.90860694929359,4457.051376875783
UPG2Y-0008,0.04,0.4,0.64,0.56,2,2,15:55,4,2024-07-10 to 2024-08-10,14457.740528129008,8981.182190206793,-5476.558337922215,-37.879766394112636,40.05118238321475,5790.496027412904
UPG2Y-0008,0.04,0.4,0.64,0.56,2,2,15:55,5,2024-08-10 to 2024-09-10,8981.182190206793,7047.655986724775,-1933.526203482018,-21.528638018170497,24.257847281971085,2178.64145981595
UPG2Y-0008,0.04,0.4,0.64,0.56,2,2,15:55,6,2024-09-10 to 2024-10-10,7047.655986724775,6830.837110364109,-216.81887636066585,-3.0764679315941956,8.94605560078557,643.73337178365
UPG2Y-0008,0.04,0.4,0.64,0.56,2,2,15:55,7,2024-10-10 to 2024-11-10,6830.837110364109,6617.066920072867,-213.77019029124222,-3.1294874528174366,15.389340662773344,1158.620839460792
UPG2Y-0008,0.04,0.4,0.64,0.56,2,2,15:55,8,2024-11-10 to 2024-12-10,6617.066920072867,5571.095811111419,-1045.9711089614484,-15.80717138870843,18.201487197083246,1204.4045882794935
UPG2Y-0008,0.04,0.4,0.64,0.56,2,2,15:55,9,2024-12-10 to 2025-01-10,5571.095811111419,9378.484610469237,3807.3887993578182,68.34182947929331,17.428759979494277,1712.998957258449
UPG2Y-0008,0.04,0.4,0.64,0.56,2,2,15:55,10,2025-01-10 to 2025-02-10,9378.484610469237,5731.319043501844,-3647.165566967393,-38.888644791249625,47.21722468969549,4469.054984466764
UPG2Y-0008,0.04,0.4,0.64,0.56,2,2,15:55,11,2025-02-10 to 2025-03-10,5731.319043501844,3965.8426892428556,-1765.4763542589885,-30.804014588241802,31.08745794958179,1789.0497748043158
UPG2Y-0008,0.04,0.4,0.64,0.56,2,2,15:55,12,2025-03-10 to 2025-04-10,3965.8426892428556,4726.367595485718,760.5249062428625,19.176880321192446,8.906657357413621,420.96136718174193
UPG2Y-0008,0.04,0.4,0.64,0.56,2,2,15:55,13,2025-04-10 to 2025-05-10,4726.367595485718,4069.2601724997917,-657.1074229859264,-13.903011344558713,21.077674418359848,1074.6675720935973
UPG2Y-0008,0.04,0.4,0.64,0.56,2,2,15:55,14,2025-05-10 to 2025-06-10,4069.2601724997917,4672.314156760204,603.0539842604126,14.819745081326419,10.164857882342151,474.9340938512278
UPG2Y-0008,0.04,0.4,0.64,0.56,2,2,15:55,15,2025-06-10 to 2025-07-10,4672.314156760204,5483.978735546235,811.6645787860307,17.37178947206841,5.034335833032288,276.0819065594751
UPG2Y-0008,0.04,0.4,0.64,0.56,2,2,15:55,16,2025-07-10 to 2025-08-10,5483.978735546235,5063.112216315982,-420.8665192302533,-7.674473945390536,18.739214897404036,1032.4343661277662
UPG2Y-0008,0.04,0.4,0.64,0.56,2,2,15:55,17,2025-08-10 to 2025-09-10,5063.112216315982,5734.341045954581,671.2288296385996,13.257237860056726,15.36760681295618,902.0385909007855
UPG2Y-0008,0.04,0.4,0.64,0.56,2,2,15:55,18,2025-09-10 to 2025-10-10,5734.341045954581,6487.388706594774,753.0476606401926,13.132244046967646,19.381202568593118,1559.6039468424806
UPG2Y-0008,0.04,0.4,0.64,0.56,2,2,15:55,19,2025-10-10 to 2025-11-10,6487.388706594774,6590.46652206587,103.07781547109607,1.5888953187946253,17.681188948130192,1316.2483236040716
UPG2Y-0008,0.04,0.4,0.64,0.56,2,2,15:55,20,2025-11-10 to 2025-12-10,6590.46652206587,8579.921885939299,1989.4553638734287,30.186867002699035,17.716182166876752,1520.0345910887336
UPG2Y-0008,0.04,0.4,0.64,0.56,2,2,15:55,21,2025-12-10 to 2026-01-10,8579.921885939299,8981.225883105142,401.3039971658436,4.677245346761216,26.828176725466033,2409.499152032745
UPG2Y-0008,0.04,0.4,0.64,0.56,2,2,15:55,22,2026-01-10 to 2026-02-10,8981.225883105142,9588.29204985005,607.0661667449076,6.7592795754851,23.98542179054518,2772.273869864617
UPG2Y-0008,0.04,0.4,0.64,0.56,2,2,15:55,23,2026-02-10 to 2026-03-10,9588.29204985005,13645.101335219724,4056.8092853696744,42.31003044419281,10.254334362428255,1399.2143150055927
UPG2Y-0008,0.04,0.4,0.64,0.56,2,2,15:55,24,2026-03-10 to 2026-04-10,13645.101335219724,21997.249060540624,8352.1477253209,61.20986220720073,12.751156043855755,2832.4193219456993
UPG2Y-0009,0.04,0.5,0.6,0.54,2,1,15:55,1,2024-04-10 to 2024-05-10,10000.0,12676.712687883826,2676.712687883826,26.767126878838265,14.928992770589346,1947.8434858122855
UPG2Y-0009,0.04,0.5,0.6,0.54,2,1,15:55,2,2024-05-10 to 2024-06-10,12676.712687883826,14217.904041239653,1541.1913533558272,12.157657835290925,12.227401605859296,1738.4802270580713
UPG2Y-0009,0.04,0.5,0.6,0.54,2,1,15:55,3,2024-06-10 to 2024-07-10,14217.904041239653,14457.740528129008,239.836486889355,1.6868624671660282,26.90860694929359,4457.051376875783
UPG2Y-0009,0.04,0.5,0.6,0.54,2,1,15:55,4,2024-07-10 to 2024-08-10,14457.740528129008,8981.182190206793,-5476.558337922215,-37.879766394112636,40.05118238321475,5790.496027412904
UPG2Y-0009,0.04,0.5,0.6,0.54,2,1,15:55,5,2024-08-10 to 2024-09-10,8981.182190206793,7047.655986724775,-1933.526203482018,-21.528638018170497,24.257847281971085,2178.64145981595
UPG2Y-0009,0.04,0.5,0.6,0.54,2,1,15:55,6,2024-09-10 to 2024-10-10,7047.655986724775,6830.837110364109,-216.81887636066585,-3.0764679315941956,8.94605560078557,643.73337178365
UPG2Y-0009,0.04,0.5,0.6,0.54,2,1,15:55,7,2024-10-10 to 2024-11-10,6830.837110364109,6617.066920072867,-213.77019029124222,-3.1294874528174366,15.389340662773344,1158.620839460792
UPG2Y-0009,0.04,0.5,0.6,0.54,2,1,15:55,8,2024-11-10 to 2024-12-10,6617.066920072867,5571.095811111419,-1045.9711089614484,-15.80717138870843,18.201487197083246,1204.4045882794935
UPG2Y-0009,0.04,0.5,0.6,0.54,2,1,15:55,9,2024-12-10 to 2025-01-10,5571.095811111419,8523.92823420265,2952.832423091232,53.002721963637356,21.588368057736833,2030.7939070581187
UPG2Y-0009,0.04,0.5,0.6,0.54,2,1,15:55,10,2025-01-10 to 2025-02-10,8523.92823420265,5209.088060942545,-3314.840173260106,-38.88864479124964,47.21722468969548,4061.840003424003
UPG2Y-0009,0.04,0.5,0.6,0.54,2,1,15:55,11,2025-02-10 to 2025-03-10,5209.088060942545,3604.479814735441,-1604.608246207104,-30.804014588241813,31.0874579495818,1626.033684677061
UPG2Y-0009,0.04,0.5,0.6,0.54,2,1,15:55,12,2025-03-10 to 2025-04-10,3604.479814735441,4295.7065950087945,691.2267802733536,19.176880321192424,8.90665735741362,382.60386749725285
UPG2Y-0009,0.04,0.5,0.6,0.54,2,1,15:55,13,2025-04-10 to 2025-05-10,4295.7065950087945,3954.769190876,-340.93740413279465,-7.936701368965271,21.085566650918018,977.1108678002183
UPG2Y-0009,0.04,0.5,0.6,0.54,2,1,15:55,14,2025-05-10 to 2025-06-10,3954.769190876,4540.85590351866,586.0867126426601,14.819745081326463,10.164857882342128,461.5715492346144
UPG2Y-0009,0.04,0.5,0.6,0.54,2,1,15:55,15,2025-06-10 to 2025-07-10,4540.85590351866,5329.683831307907,788.827927789247,17.371789472068322,5.0343358330323165,268.3141829068636
UPG2Y-0009,0.04,0.5,0.6,0.54,2,1,15:55,16,2025-07-10 to 2025-08-10,5329.683831307907,4920.658634302492,-409.02519700541507,-7.674473945390492,18.73921489740402,1003.3862298500862
UPG2Y-0009,0.04,0.5,0.6,0.54,2,1,15:55,17,2025-08-10 to 2025-09-10,4920.658634302492,5573.002053733389,652.3434194308975,13.25723786005668,15.367606812956206,876.6592149560611
UPG2Y-0009,0.04,0.5,0.6,0.54,2,1,15:55,18,2025-09-10 to 2025-10-10,5573.002053733389,6304.862284172177,731.8602304387878,13.132244046967646,19.381202568593114,1515.7235904020008
UPG2Y-0009,0.04,0.5,0.6,0.54,2,1,15:55,19,2025-10-10 to 2025-11-10,6304.862284172177,6405.039945861838,100.17766168966045,1.5888953187946475,17.68118894813022,1279.2149179622993
UPG2Y-0009,0.04,0.5,0.6,0.54,2,1,15:55,20,2025-11-10 to 2025-12-10,6405.039945861838,8338.520835788893,1933.4808899270556,30.186867002698968,17.716182166876763,1477.267541291335
UPG2Y-0009,0.04,0.5,0.6,0.54,2,1,15:55,21,2025-12-10 to 2026-01-10,8338.520835788893,8728.533913569543,390.01307778064984,4.677245346761216,26.82817672546603,2341.706503874673
UPG2Y-0009,0.04,0.5,0.6,0.54,2,1,15:55,22,2026-01-10 to 2026-02-10,8728.533913569543,9318.519923628739,589.9860100591959,6.7592795754851,23.985421790545182,2694.2743458145687
UPG2Y-0009,0.04,0.5,0.6,0.54,2,1,15:55,23,2026-02-10 to 2026-03-10,9318.519923628739,13261.188540264231,3942.668616635492,42.31003044419281,10.254334362428262,1359.8466133507136
UPG2Y-0009,0.04,0.5,0.6,0.54,2,1,15:55,24,2026-03-10 to 2026-04-10,13261.188540264231,21378.343772797063,8117.155232532832,61.20986220720075,12.75115604385576,2752.7275709165315
UPG2Y-0010,0.04,0.5,0.6,0.54,3,2,15:55,1,2024-04-10 to 2024-05-10,10000.0,12676.712687883826,2676.712687883826,26.767126878838265,14.928992770589346,1947.8434858122855
UPG2Y-0010,0.04,0.5,0.6,0.54,3,2,15:55,2,2024-05-10 to 2024-06-10,12676.712687883826,14802.896756494616,2126.18406861079,16.772361423344062,11.592298006775044,1715.995905648093
UPG2Y-0010,0.04,0.5,0.6,0.54,3,2,15:55,3,2024-06-10 to 2024-07-10,14802.896756494616,15052.601265933272,249.7045094386558,1.6868624671660948,26.908606949293578,4640.43583209694
UPG2Y-0010,0.04,0.5,0.6,0.54,3,2,15:55,4,2024-07-10 to 2024-08-10,15052.601265933272,9350.711070160502,-5701.89019577277,-37.87976639411267,40.05118238321478,6028.7447864370315
UPG2Y-0010,0.04,0.5,0.6,0.54,3,2,15:55,5,2024-08-10 to 2024-09-10,9350.711070160502,7337.630331740647,-2013.0807384198542,-21.528638018170533,24.257847281971102,2268.2812111779003
UPG2Y-0010,0.04,0.5,0.6,0.54,3,2,15:55,6,2024-09-10 to 2024-10-10,7337.630331740647,7111.89048764572,-225.73984409492732,-3.0764679315941623,8.94605560078558,670.2196479582308
UPG2Y-0010,0.04,0.5,0.6,0.54,3,2,15:55,7,2024-10-10 to 2024-11-10,7111.89048764572,6889.324767176734,-222.565720468986,-3.129487452817381,15.389340662773309,1206.2920537875434
UPG2Y-0010,0.04,0.5,0.6,0.54,3,2,15:55,8,2024-11-10 to 2024-12-10,6889.324767176734,5800.317393704372,-1089.007373472362,-15.807171388708397,18.20148719708323,1253.9595654631576
UPG2Y-0010,0.04,0.5,0.6,0.54,3,2,15:55,9,2024-12-10 to 2025-01-10,5800.317393704372,9764.360416167608,3964.0430224632364,68.3418294792934,17.428759979494274,1783.4799443525353
UPG2Y-0010,0.04,0.5,0.6,0.54,3,2,15:55,10,2025-01-10 to 2025-02-10,9764.360416167608,6108.304065819474,-3656.0563503481344,-37.442865630958465,45.96848398831037,4529.87850268102
UPG2Y-0010,0.04,0.5,0.6,0.54,3,2,15:55,11,2025-02-10 to 2025-03-10,6108.304065819474,4226.701190290276,-1881.6028755291982,-30.804014588241802,31.08745794958179,1906.7268687093638
UPG2Y-0010,0.04,0.5,0.6,0.54,3,2,15:55,12,2025-03-10 to 2025-04-10,4226.701190290276,5037.25061908666,810.5494287963838,19.17688032119247,8.906657357413613,448.65065287624475
UPG2Y-0010,0.04,0.5,0.6,0.54,3,2,15:55,13,2025-04-10 to 2025-05-10,5037.25061908666,4336.921094061188,-700.3295250254714,-13.903011344558692,21.077674418359837,1145.355240250734
